Date Time,p (mbar),T (degC),Tpot (K),Tdew (degC),rh (%),VPmax (mbar),VPact (mbar),VPdef (mbar),sh (g/kg),H2OC (mmol/mol),rho (g/m**3),wv (m/s),max. wv (m/s),wd (deg)
2009-01-16 23:00:00,995.48,-2.41,271.1,-3.92,89.3,5.11,4.57,0.55,2.86,4.59,1278.6,2.93,3.63,199.4
2009-01-17 00:00:00,995.14,-2.3,271.23,-3.95,88.4,5.15,4.56,0.6,2.85,4.58,1277.68,2.75,4.0,187.0
2009-01-17 01:00:00,994.9,-2.57,270.98,-4.11,89.1,5.05,4.5,0.55,2.82,4.52,1278.67,2.79,3.75,190.1
2009-01-17 02:00:00,994.75,-2.35,271.22,-3.94,88.8,5.14,4.56,0.58,2.86,4.58,1277.41,1.86,2.63,212.4
2009-01-17 03:00:00,994.77,-1.99,271.58,-3.76,87.6,5.28,4.62,0.65,2.9,4.65,1275.67,2.44,3.5,185.5
2009-01-17 04:00:00,994.25,-2.04,271.57,-3.84,87.4,5.26,4.59,0.66,2.88,4.62,1275.27,2.33,3.88,173.5
2009-01-17 05:00:00,993.93,-2.13,271.5,-3.82,88.1,5.22,4.6,0.62,2.88,4.63,1275.28,2.86,4.38,186.2
2009-01-17 06:00:00,993.62,-2.1,271.55,-3.83,87.9,5.23,4.6,0.63,2.88,4.63,1274.76,2.65,3.75,179.8
2009-01-17 07:00:00,993.28,-1.52,272.16,-3.21,88.2,5.46,4.82,0.64,3.02,4.85,1271.48,2.71,4.13,175.7
2009-01-17 08:00:00,993.46,-1.24,272.43,-2.57,90.6,5.58,5.05,0.52,3.17,5.09,1270.28,2.65,3.88,176.9
2009-01-17 09:00:00,993.55,-1.06,272.6,-2.0,93.3,5.65,5.27,0.38,3.31,5.31,1269.47,2.48,4.0,180.9
2009-01-17 10:00:00,993.23,-0.49,273.2,-1.71,91.4,5.89,5.39,0.51,3.38,5.42,1266.36,3.51,4.38,168.1
2009-01-17 11:00:00,993.3,0.21,273.9,-1.64,87.3,6.2,5.41,0.79,3.4,5.45,1263.17,3.37,4.63,167.2
2009-01-17 12:00:00,992.79,0.7,274.43,-1.47,85.3,6.43,5.48,0.94,3.44,5.52,1260.22,2.38,3.25,162.6
2009-01-17 13:00:00,992.15,1.34,275.12,-0.98,84.5,6.73,5.69,1.04,3.57,5.73,1256.4,1.53,3.5,147.8
2009-01-17 14:00:00,991.58,1.77,275.59,-0.88,82.5,6.94,5.73,1.21,3.6,5.77,1253.7,1.89,4.13,167.5
2009-01-17 15:00:00,991.2,2.11,275.97,-0.48,82.9,7.12,5.9,1.22,3.71,5.95,1251.55,1.83,3.13,156.7
2009-01-17 16:00:00,990.96,2.07,275.95,-0.4,83.6,7.09,5.93,1.16,3.73,5.98,1251.43,0.71,1.88,169.6
2009-01-17 17:00:00,990.47,1.76,275.68,-0.41,85.4,6.94,5.93,1.01,3.73,5.98,1252.21,1.02,1.75,197.9
2009-01-17 18:00:00,990.31,1.7,275.62,-0.21,87.1,6.91,6.02,0.89,3.79,6.07,1252.27,1.58,3.0,137.1
2009-01-17 19:00:00,990.09,1.37,275.31,0.11,91.3,6.74,6.16,0.59,3.88,6.22,1253.43,1.37,1.88,127.2
2009-01-17 20:00:00,989.62,1.09,275.07,-0.07,91.9,6.61,6.08,0.54,3.83,6.14,1254.11,1.16,2.25,193.6
2009-01-17 21:00:00,989.04,1.05,275.07,-0.49,89.4,6.59,5.89,0.7,3.71,5.96,1253.67,3.78,5.63,184.8
2009-01-17 22:00:00,989.14,1.67,275.69,0.02,88.7,6.89,6.12,0.78,3.85,6.18,1250.85,1.34,2.63,161.7
2009-01-17 23:00:00,988.51,2.55,276.62,0.01,83.3,7.34,6.11,1.23,3.86,6.18,1246.08,2.55,4.25,188.0
2009-01-18 00:00:00,987.96,1.94,276.05,-0.1,86.3,7.03,6.06,0.96,3.83,6.14,1248.16,1.57,2.13,194.8
2009-01-18 01:00:00,988.04,1.84,275.94,-0.15,86.6,6.98,6.04,0.93,3.81,6.11,1248.75,1.02,2.0,236.8
2009-01-18 02:00:00,987.77,1.65,275.78,-0.13,87.9,6.88,6.05,0.83,3.82,6.13,1249.23,1.58,2.0,216.6
2009-01-18 03:00:00,986.99,1.3,275.49,-0.29,89.1,6.71,5.98,0.73,3.78,6.06,1249.88,0.83,1.25,192.1
2009-01-18 04:00:00,986.03,0.98,275.24,-0.58,89.3,6.56,5.86,0.7,3.7,5.94,1250.18,1.75,2.75,193.8
2009-01-18 05:00:00,984.72,0.24,274.61,-0.96,91.6,6.22,5.69,0.52,3.6,5.78,1251.96,2.0,3.63,163.5
2009-01-18 06:00:00,983.91,0.04,274.47,-0.8,94.0,6.13,5.76,0.37,3.65,5.85,1251.81,1.8,3.25,192.2
2009-01-18 07:00:00,982.91,0.14,274.65,-0.82,93.2,6.17,5.75,0.42,3.65,5.85,1250.09,1.94,3.63,201.2
2009-01-18 08:00:00,981.87,1.56,276.16,0.0,89.3,6.84,6.11,0.73,3.88,6.22,1242.13,2.19,3.13,210.4
2009-01-18 09:00:00,980.84,1.84,276.52,0.15,88.5,6.98,6.17,0.8,3.92,6.29,1239.56,2.53,3.5,192.3
2009-01-18 10:00:00,979.91,2.82,277.59,0.43,84.2,7.49,6.3,1.18,4.01,6.43,1233.89,1.93,2.75,198.4
2009-01-18 11:00:00,978.4,3.6,278.5,0.54,80.3,7.91,6.35,1.56,4.05,6.49,1228.49,2.95,4.5,190.5
2009-01-18 12:00:00,976.92,5.05,280.08,0.31,71.3,8.76,6.25,2.51,3.99,6.39,1220.28,5.26,7.13,187.4
2009-01-18 13:00:00,975.48,4.68,279.82,-0.43,69.36,8.54,5.92,2.62,3.78,6.07,1220.26,3.56,5.75,182.7
2009-01-18 14:00:00,975.05,4.01,279.18,-0.63,71.6,8.14,5.83,2.31,3.73,5.98,1222.72,6.04,9.88,195.3
2009-01-18 15:00:00,973.95,3.72,278.98,-0.72,72.6,7.98,5.79,2.19,3.71,5.95,1222.62,6.3,9.13,192.2
2009-01-18 16:00:00,973.17,2.95,278.26,-0.18,79.8,7.55,6.03,1.53,3.86,6.19,1224.96,4.79,6.75,186.1
2009-01-18 17:00:00,972.79,2.82,278.16,0.11,82.3,7.48,6.16,1.32,3.95,6.33,1225.0,2.23,4.13,167.1
2009-01-18 18:00:00,972.46,3.07,278.44,0.21,81.4,7.62,6.2,1.42,3.98,6.38,1223.46,2.57,3.75,164.6
2009-01-18 19:00:00,972.77,3.63,278.99,0.43,79.5,7.93,6.3,1.63,4.04,6.48,1221.3,5.12,7.38,205.9
2009-01-18 20:00:00,973.48,3.47,278.76,0.46,80.6,7.84,6.32,1.52,4.05,6.49,1222.91,5.33,8.0,213.0
2009-01-18 21:00:00,974.62,3.3,278.5,0.28,80.5,7.74,6.23,1.51,3.99,6.4,1225.13,1.72,2.75,224.6
2009-01-18 22:00:00,976.04,3.17,278.25,0.54,82.8,7.67,6.35,1.32,4.06,6.51,1227.45,1.25,2.38,239.2
2009-01-18 23:00:00,977.31,3.23,278.21,-0.01,79.2,7.71,6.1,1.6,3.89,6.25,1228.88,1.82,3.75,220.4
2009-01-19 00:00:00,978.22,2.89,277.79,-1.18,74.5,7.52,5.6,1.92,3.57,5.73,1231.8,3.58,6.0,230.3
2009-01-19 01:00:00,979.19,1.96,276.78,-1.89,75.5,7.04,5.31,1.72,3.38,5.43,1237.31,1.97,3.13,232.8
2009-01-19 02:00:00,979.66,1.17,275.95,-2.29,77.6,6.65,5.16,1.49,3.28,5.27,1241.54,2.74,3.63,233.4
2009-01-19 03:00:00,979.99,0.89,275.64,-2.42,78.4,6.52,5.11,1.41,3.25,5.21,1243.26,0.93,1.63,204.7
2009-01-19 04:00:00,979.38,1.27,276.07,-2.2,77.6,6.69,5.2,1.5,3.31,5.3,1240.75,1.24,2.0,207.1
2009-01-19 05:00:00,979.36,0.86,275.66,-1.91,81.6,6.5,5.31,1.2,3.38,5.42,1242.5,1.54,3.25,161.4
2009-01-19 06:00:00,979.09,1.52,276.34,-1.7,79.1,6.82,5.39,1.42,3.43,5.51,1239.16,2.42,3.25,205.8
2009-01-19 07:00:00,978.38,1.22,276.1,-2.63,75.4,6.67,5.03,1.64,3.21,5.14,1239.76,2.23,3.63,197.3
2009-01-19 08:00:00,977.73,0.84,275.77,-3.04,75.1,6.49,4.88,1.62,3.11,4.99,1240.71,2.02,2.88,205.9
2009-01-19 09:00:00,976.93,0.91,275.9,-2.63,77.1,6.52,5.03,1.49,3.21,5.15,1239.35,2.27,3.38,178.4
2009-01-19 10:00:00,975.58,0.75,275.85,-2.24,80.3,6.45,5.18,1.27,3.31,5.31,1238.28,2.95,4.38,181.3
2009-01-19 11:00:00,974.19,2.12,277.35,-1.42,77.3,7.12,5.5,1.62,3.52,5.65,1230.19,3.47,4.88,177.0
2009-01-19 12:00:00,972.27,3.12,278.51,-1.06,73.9,7.64,5.65,2.0,3.62,5.81,1223.25,3.42,4.63,177.3
2009-01-19 13:00:00,971.17,3.65,279.13,-1.49,69.0,7.94,5.48,2.46,3.52,5.64,1219.6,5.85,9.25,185.3
2009-01-19 14:00:00,969.37,3.62,279.26,-1.22,70.5,7.92,5.59,2.34,3.59,5.76,1217.39,5.24,7.13,178.0
2009-01-19 15:00:00,968.07,3.43,279.17,0.32,80.0,7.82,6.25,1.56,4.03,6.46,1216.28,7.34,12.0,175.3
2009-01-19 16:00:00,967.32,3.41,279.21,0.64,82.0,7.8,6.4,1.4,4.12,6.62,1215.37,5.41,9.63,185.4
2009-01-19 17:00:00,966.65,3.59,279.44,0.78,81.8,7.9,6.46,1.44,4.17,6.69,1213.72,6.79,9.75,186.9
2009-01-19 18:00:00,966.55,3.63,279.5,1.08,83.3,7.93,6.61,1.32,4.26,6.83,1213.31,6.18,8.63,185.9
2009-01-19 19:00:00,966.66,3.9,279.76,1.51,84.3,8.08,6.81,1.27,4.39,7.05,1212.19,5.29,7.25,194.1
2009-01-19 20:00:00,966.45,3.7,279.57,1.47,85.3,7.96,6.79,1.17,4.38,7.03,1212.83,3.36,4.88,182.1
2009-01-19 21:00:00,966.52,4.01,279.89,1.94,86.3,8.14,7.03,1.12,4.54,7.27,1211.42,3.84,7.0,169.8
2009-01-19 22:00:00,966.56,4.27,280.14,2.11,85.8,8.29,7.12,1.18,4.59,7.36,1210.3,1.88,3.38,132.8
2009-01-19 23:00:00,966.36,3.9,279.79,2.09,87.9,8.08,7.1,0.98,4.58,7.35,1211.67,1.21,2.63,155.2
2009-01-20 00:00:00,966.01,4.08,280.0,2.33,88.3,8.19,7.23,0.96,4.67,7.48,1210.37,1.24,2.5,28.72
2009-01-20 01:00:00,965.4,4.47,280.44,2.34,86.0,8.41,7.23,1.18,4.67,7.49,1207.92,1.95,2.75,202.2
2009-01-20 02:00:00,965.56,5.07,281.03,2.38,82.7,8.77,7.25,1.52,4.69,7.51,1205.51,1.04,2.25,178.7
2009-01-20 03:00:00,965.99,6.68,282.63,2.39,74.0,9.81,7.26,2.55,4.69,7.52,1199.09,5.69,10.63,206.5
2009-01-20 04:00:00,966.18,6.24,282.16,2.14,74.9,9.52,7.13,2.39,4.6,7.38,1201.29,5.69,9.0,210.3
2009-01-20 05:00:00,967.17,5.94,281.78,1.56,73.4,9.32,6.84,2.48,4.41,7.07,1203.95,5.48,7.63,209.9
2009-01-20 06:00:00,968.16,5.33,281.08,0.92,73.1,8.93,6.53,2.4,4.21,6.74,1207.98,2.95,5.0,224.7
2009-01-20 07:00:00,968.32,4.74,280.47,0.68,74.9,8.57,6.42,2.15,4.13,6.63,1210.82,1.86,2.63,205.9
2009-01-20 08:00:00,969.3,4.64,280.29,0.62,75.1,8.51,6.39,2.12,4.11,6.59,1212.48,1.28,1.88,231.3
2009-01-20 09:00:00,970.14,3.75,279.32,0.63,80.0,7.99,6.39,1.6,4.11,6.59,1217.44,1.9,2.63,183.4
2009-01-20 10:00:00,970.1,4.13,279.71,0.12,75.0,8.21,6.16,2.05,3.96,6.35,1215.81,2.31,2.88,204.3
2009-01-20 11:00:00,971.72,3.94,279.38,0.43,77.8,8.1,6.3,1.8,4.04,6.49,1218.64,1.93,2.88,192.1
2009-01-20 12:00:00,972.14,4.25,279.66,0.37,75.8,8.28,6.28,2.0,4.02,6.46,1217.82,1.14,2.75,298.5
2009-01-20 13:00:00,971.77,4.5,279.95,0.18,73.4,8.43,6.19,2.24,3.97,6.37,1216.26,1.54,2.0,214.3
2009-01-20 14:00:00,972.63,4.52,279.89,0.22,73.5,8.44,6.2,2.24,3.98,6.38,1217.25,0.67,1.38,225.8
2009-01-20 15:00:00,973.14,4.23,279.55,-0.26,72.5,8.27,5.99,2.27,3.84,6.16,1219.29,1.4,2.0,220.2
2009-01-20 16:00:00,973.86,3.57,278.83,-0.67,73.7,7.89,5.82,2.08,3.72,5.97,1223.19,2.37,2.75,205.4
2009-01-20 17:00:00,973.99,2.9,278.14,-1.15,74.6,7.52,5.61,1.91,3.59,5.76,1226.42,1.42,2.25,212.2
2009-01-20 18:00:00,974.51,1.57,276.76,-1.73,78.6,6.84,5.38,1.46,3.44,5.52,1233.13,0.69,1.38,200.5
2009-01-20 19:00:00,975.08,0.68,275.83,-1.97,82.3,6.42,5.28,1.14,3.38,5.42,1237.88,1.07,2.13,207.4
2009-01-20 20:00:00,975.5,-0.45,274.65,-2.29,87.3,5.91,5.16,0.75,3.3,5.29,1243.6,1.62,2.38,205.6
2009-01-20 21:00:00,976.05,-0.83,274.22,-2.11,91.0,5.75,5.23,0.52,3.34,5.36,1246.03,0.72,1.25,223.8
2009-01-20 22:00:00,976.58,-1.71,273.3,-2.87,91.7,5.39,4.94,0.45,3.15,5.06,1250.87,0.15,0.5,65.09
2009-01-20 23:00:00,977.13,-2.66,272.29,-3.43,94.4,5.02,4.74,0.28,3.02,4.85,1256.09,0.91,1.13,202.5
2009-01-21 00:00:00,977.43,-2.96,271.97,-3.61,95.3,4.91,4.68,0.23,2.98,4.78,1257.91,1.27,2.25,177.9
2009-01-21 01:00:00,977.65,-2.91,272.0,-3.45,96.0,4.93,4.73,0.2,3.01,4.84,1257.92,0.9,1.5,208.1
2009-01-21 02:00:00,977.75,-3.13,271.78,-3.66,96.1,4.85,4.66,0.19,2.97,4.76,1259.09,0.87,1.38,180.3
2009-01-21 03:00:00,978.06,-3.19,271.69,-3.6,96.9,4.83,4.68,0.15,2.98,4.78,1259.75,0.98,1.88,46.71
2009-01-21 04:00:00,978.25,-2.43,272.44,-2.85,96.9,5.11,4.95,0.16,3.15,5.06,1256.36,1.27,1.63,206.2
2009-01-21 05:00:00,978.24,-2.76,272.11,-3.3,96.0,4.98,4.78,0.2,3.05,4.89,1257.93,0.28,1.0,119.7
2009-01-21 06:00:00,978.07,-2.75,272.13,-3.31,95.9,4.98,4.78,0.2,3.05,4.89,1257.71,0.45,0.75,3.85
2009-01-21 07:00:00,978.65,-3.24,271.6,-3.81,95.8,4.81,4.61,0.2,2.93,4.71,1260.79,0.56,1.0,211.4
2009-01-21 08:00:00,979.34,-2.9,271.88,-3.43,96.1,4.93,4.74,0.19,3.01,4.84,1260.05,0.77,1.63,206.6
2009-01-21 09:00:00,979.76,-2.06,272.69,-2.68,95.5,5.25,5.01,0.24,3.19,5.11,1256.57,0.43,1.25,207.6
2009-01-21 10:00:00,980.2,-2.0,272.71,-2.75,94.6,5.27,4.99,0.28,3.17,5.09,1256.85,0.58,1.25,231.3
2009-01-21 11:00:00,980.55,-1.39,273.3,-2.5,92.1,5.52,5.08,0.44,3.23,5.18,1254.42,0.43,1.0,180.7
2009-01-21 12:00:00,980.6,-0.25,274.44,-2.05,87.6,6.0,5.25,0.74,3.34,5.36,1249.17,0.51,1.13,116.9
2009-01-21 13:00:00,980.4,0.29,275.0,-1.64,86.8,6.24,5.41,0.82,3.44,5.52,1246.39,0.52,1.13,169.7
2009-01-21 14:00:00,980.48,0.77,275.48,-1.37,85.5,6.46,5.52,0.94,3.51,5.63,1244.24,0.73,1.25,222.4
2009-01-21 15:00:00,980.65,1.3,276.0,-1.01,84.5,6.71,5.67,1.04,3.6,5.78,1241.99,0.61,1.25,193.4
2009-01-21 16:00:00,980.84,0.79,275.47,-0.94,88.1,6.47,5.7,0.77,3.62,5.81,1244.5,0.51,1.13,133.2
2009-01-21 17:00:00,981.12,0.63,275.29,-1.19,87.5,6.4,5.6,0.8,3.56,5.7,1245.63,0.51,1.0,206.5
2009-01-21 18:00:00,981.52,0.32,274.94,-1.15,89.8,6.25,5.61,0.64,3.57,5.72,1247.56,0.11,0.5,98.5
2009-01-21 19:00:00,981.72,-0.75,273.86,-2.08,90.6,5.78,5.24,0.54,3.33,5.34,1252.88,0.98,1.5,207.9
2009-01-21 20:00:00,982.24,-1.84,272.71,-2.7,93.8,5.33,5.0,0.33,3.17,5.09,1258.74,0.86,1.13,195.2
2009-01-21 21:00:00,982.49,-1.79,272.75,-2.53,94.6,5.36,5.07,0.29,3.21,5.16,1258.76,1.25,2.0,234.7
2009-01-21 22:00:00,982.98,-2.18,272.31,-2.83,95.3,5.2,4.96,0.24,3.14,5.04,1261.28,0.18,0.63,152.8
2009-01-21 23:00:00,983.3,-3.15,271.31,-3.7,96.0,4.84,4.64,0.19,2.94,4.72,1266.38,1.09,1.38,185.2
2009-01-22 00:00:00,983.51,-3.62,270.82,-4.05,96.8,4.67,4.52,0.15,2.86,4.6,1268.92,0.54,1.25,149.2
2009-01-22 01:00:00,983.37,-3.98,270.47,-4.39,97.0,4.54,4.41,0.14,2.79,4.48,1270.5,0.99,2.0,169.0
2009-01-22 02:00:00,983.27,-3.66,270.81,-3.99,97.5,4.66,4.54,0.12,2.88,4.62,1268.75,1.23,2.0,187.7
2009-01-22 03:00:00,983.05,-3.47,271.01,-3.86,97.1,4.72,4.59,0.14,2.91,4.67,1267.56,0.82,1.38,186.3
2009-01-22 04:00:00,982.75,-3.37,271.14,-3.72,97.4,4.76,4.64,0.12,2.94,4.72,1266.7,0.54,1.5,119.2
2009-01-22 05:00:00,982.15,-3.05,271.51,-3.45,97.0,4.88,4.73,0.15,3.0,4.82,1264.35,1.11,2.13,163.1
2009-01-22 06:00:00,982.02,-3.46,271.1,-3.85,97.1,4.73,4.59,0.14,2.91,4.67,1266.2,0.99,2.0,142.2
2009-01-22 07:00:00,981.61,-3.17,271.43,-3.52,97.4,4.83,4.71,0.13,2.99,4.79,1264.26,2.15,3.13,175.3
2009-01-22 08:00:00,981.6,-3.2,271.4,-3.6,97.0,4.82,4.68,0.14,2.97,4.76,1264.38,1.85,2.88,204.2
2009-01-22 09:00:00,981.28,-3.07,271.55,-3.66,95.7,4.87,4.66,0.21,2.96,4.75,1263.39,2.25,3.75,135.0
2009-01-22 10:00:00,980.91,-2.01,272.65,-2.83,94.1,5.27,4.96,0.31,3.15,5.05,1257.83,1.75,2.38,201.7
2009-01-22 11:00:00,980.29,-0.09,274.63,-2.06,86.5,6.07,5.25,0.82,3.34,5.35,1248.05,2.77,3.88,181.2
2009-01-22 12:00:00,979.32,2.0,276.81,-1.57,77.1,7.06,5.44,1.62,3.46,5.56,1237.24,5.62,8.0,176.0
2009-01-22 13:00:00,978.03,2.5,277.42,-1.77,73.3,7.32,5.36,1.95,3.42,5.48,1233.39,5.15,7.63,193.4
2009-01-22 14:00:00,976.96,2.63,277.63,-2.04,71.2,7.38,5.26,2.13,3.35,5.38,1231.55,5.73,8.63,188.3
2009-01-22 15:00:00,976.27,3.05,278.11,-2.04,69.11,7.61,5.26,2.35,3.36,5.38,1228.8,5.16,7.38,189.5
2009-01-22 16:00:00,975.63,2.42,277.53,-2.34,70.7,7.27,5.14,2.13,3.28,5.27,1230.86,3.91,4.88,189.8
2009-01-22 17:00:00,974.95,1.1,276.26,-2.81,75.0,6.62,4.96,1.65,3.17,5.09,1235.97,3.31,4.5,200.4
2009-01-22 18:00:00,974.88,0.24,275.4,-2.99,78.8,6.22,4.9,1.32,3.13,5.02,1239.8,2.59,3.88,190.4
2009-01-22 19:00:00,974.02,-0.88,274.34,-3.25,83.9,5.73,4.8,0.92,3.07,4.93,1243.86,3.26,5.25,182.2
2009-01-22 20:00:00,973.17,-0.97,274.32,-3.39,83.5,5.69,4.75,0.94,3.04,4.88,1243.18,3.96,6.5,172.1
2009-01-22 21:00:00,972.96,-1.11,274.19,-3.48,83.8,5.63,4.72,0.91,3.02,4.85,1243.58,4.0,5.25,183.8
2009-01-22 22:00:00,972.66,-1.38,273.94,-3.69,84.2,5.52,4.65,0.87,2.98,4.78,1244.5,2.92,4.0,188.5
2009-01-22 23:00:00,972.02,-0.84,274.54,-3.55,81.8,5.74,4.7,1.05,3.01,4.83,1241.19,4.78,7.5,168.9
2009-01-23 00:00:00,971.4,-0.75,274.68,-3.63,80.7,5.78,4.67,1.12,2.99,4.8,1239.97,5.69,7.5,171.8
2009-01-23 01:00:00,969.92,-1.23,274.31,-3.91,81.9,5.58,4.57,1.01,2.94,4.71,1240.33,3.86,6.25,178.7
2009-01-23 02:00:00,969.35,-1.32,274.27,-4.08,81.4,5.54,4.51,1.03,2.9,4.65,1240.05,2.1,3.38,162.1
2009-01-23 03:00:00,967.93,-1.5,274.21,-4.1,82.3,5.47,4.5,0.97,2.9,4.65,1239.01,3.82,5.38,193.5
2009-01-23 04:00:00,967.13,-1.36,274.41,-4.22,80.8,5.53,4.47,1.06,2.88,4.62,1237.4,3.56,4.88,167.3
2009-01-23 05:00:00,965.79,-1.23,274.65,-4.3,79.5,5.58,4.44,1.14,2.86,4.59,1235.1,3.06,4.5,164.9
2009-01-23 06:00:00,963.88,-1.42,274.62,-4.54,79.2,5.5,4.36,1.14,2.82,4.52,1233.54,2.51,4.5,184.9
2009-01-23 07:00:00,962.57,-1.37,274.77,-4.54,78.9,5.52,4.36,1.17,2.82,4.53,1231.64,2.22,3.63,168.5
2009-01-23 08:00:00,960.77,-1.51,274.78,-4.51,79.9,5.47,4.37,1.1,2.83,4.55,1229.96,4.43,6.38,188.3
2009-01-23 09:00:00,958.25,-0.24,276.27,-4.74,71.5,6.0,4.29,1.71,2.79,4.48,1221.06,4.25,6.75,178.6
2009-01-23 10:00:00,955.92,0.09,276.8,-5.17,67.53,6.15,4.15,2.0,2.71,4.34,1216.67,5.18,8.25,173.6
2009-01-23 11:00:00,953.37,1.72,278.66,-4.84,61.54,6.92,4.26,2.66,2.78,4.47,1206.17,7.32,10.63,173.4
2009-01-23 12:00:00,952.39,3.02,280.06,-4.16,59.09,7.59,4.49,3.11,2.93,4.71,1199.17,8.38,13.25,180.8
2009-01-23 13:00:00,950.43,1.48,278.66,-1.38,81.2,6.8,5.52,1.28,3.62,5.81,1202.9,7.58,10.75,179.7
2009-01-23 14:00:00,947.77,0.52,277.91,-0.88,90.3,6.34,5.73,0.62,3.77,6.04,1203.64,8.9,12.75,171.5
2009-01-23 15:00:00,946.05,1.55,279.1,-0.5,86.2,6.83,5.89,0.94,3.88,6.23,1196.87,9.19,13.5,177.4
2009-01-23 16:00:00,945.13,2.0,279.64,-0.01,86.5,7.06,6.11,0.95,4.03,6.46,1193.65,7.77,10.38,178.5
2009-01-23 17:00:00,944.88,3.64,281.32,1.33,84.8,7.93,6.73,1.21,4.44,7.12,1185.97,6.22,8.88,183.0
2009-01-23 18:00:00,944.99,4.79,282.48,1.85,81.2,8.6,6.98,1.62,4.61,7.39,1181.08,6.46,9.75,181.4
2009-01-23 19:00:00,945.96,5.4,283.02,1.96,78.4,8.98,7.04,1.94,4.64,7.44,1179.66,5.58,8.88,200.0
2009-01-23 20:00:00,946.9,5.1,282.64,2.0,80.3,8.79,7.06,1.73,4.65,7.45,1182.1,4.47,7.0,207.8
2009-01-23 21:00:00,948.43,5.68,283.1,2.32,78.9,9.15,7.22,1.93,4.75,7.62,1181.47,3.74,6.0,204.0
2009-01-23 22:00:00,949.8,5.34,282.63,1.77,77.7,8.94,6.94,1.99,4.56,7.31,1184.78,4.33,6.5,213.6
2009-01-23 23:00:00,950.95,4.71,281.9,-0.1,70.9,8.55,6.06,2.49,3.98,6.38,1189.31,3.74,5.88,228.7
2009-01-24 00:00:00,952.33,3.93,280.99,-0.71,71.6,8.1,5.8,2.3,3.8,6.09,1194.52,7.41,11.0,212.5
2009-01-24 01:00:00,953.66,1.73,278.65,0.0,88.2,6.92,6.11,0.82,3.99,6.4,1205.62,4.74,6.38,206.1
2009-01-24 02:00:00,954.27,1.24,278.1,0.22,92.9,6.68,6.21,0.47,4.06,6.5,1208.51,7.49,10.38,209.6
2009-01-24 03:00:00,955.35,2.03,278.81,0.69,90.8,7.07,6.42,0.65,4.19,6.72,1206.3,4.74,6.75,210.3
2009-01-24 04:00:00,955.92,2.44,279.18,0.3,85.7,7.29,6.24,1.04,4.07,6.53,1205.29,4.75,7.75,213.1
2009-01-24 05:00:00,956.72,2.38,279.05,0.16,85.2,7.25,6.18,1.07,4.03,6.46,1206.61,2.74,4.88,222.5
2009-01-24 06:00:00,957.5,2.24,278.84,-0.17,84.0,7.18,6.03,1.15,3.93,6.3,1208.27,2.59,3.5,231.2
2009-01-24 07:00:00,957.96,2.17,278.73,-0.79,80.7,7.14,5.77,1.38,3.75,6.02,1209.31,4.24,7.0,228.8
2009-01-24 08:00:00,958.35,2.07,278.6,-1.36,77.9,7.1,5.53,1.57,3.6,5.77,1210.33,2.6,4.13,246.4
2009-01-24 09:00:00,959.13,1.91,278.37,-2.0,75.2,7.01,5.27,1.74,3.43,5.5,1212.17,0.94,2.38,201.2
2009-01-24 10:00:00,959.92,3.15,279.56,-1.6,70.9,7.66,5.43,2.23,3.53,5.66,1207.66,2.55,3.88,185.2
2009-01-24 11:00:00,960.82,3.84,280.18,-2.01,65.5,8.04,5.27,2.77,3.42,5.48,1205.86,2.85,4.63,206.3
2009-01-24 12:00:00,960.78,3.82,280.17,-2.48,63.31,8.04,5.09,2.95,3.3,5.3,1205.95,4.76,6.25,205.6
2009-01-24 13:00:00,960.89,4.71,281.05,-2.7,58.54,8.55,5.01,3.55,3.25,5.21,1202.3,4.54,6.38,215.3
2009-01-24 14:00:00,961.3,5.3,281.62,-2.78,55.83,8.91,4.98,3.94,3.23,5.18,1200.28,4.22,5.88,214.2
2009-01-24 15:00:00,962.02,4.09,280.34,-3.11,59.24,8.19,4.85,3.34,3.14,5.04,1206.45,1.56,2.88,242.2
2009-01-24 16:00:00,962.87,3.8,279.98,-2.54,63.13,8.03,5.07,2.96,3.28,5.26,1208.67,1.34,2.25,245.8
2009-01-24 17:00:00,964.11,3.03,279.1,-2.69,65.91,7.6,5.01,2.59,3.24,5.19,1213.64,1.64,2.0,250.8
2009-01-24 18:00:00,965.11,3.19,279.17,-2.57,65.75,7.68,5.05,2.63,3.26,5.23,1214.19,0.86,1.5,304.1
2009-01-24 19:00:00,965.92,2.88,278.79,-2.61,67.04,7.52,5.04,2.48,3.25,5.22,1216.59,0.75,2.25,269.3
2009-01-24 20:00:00,966.86,2.35,278.17,-2.44,70.5,7.24,5.1,2.13,3.29,5.28,1220.1,1.9,2.63,240.7
2009-01-24 21:00:00,968.2,0.84,276.55,-2.37,79.0,6.49,5.13,1.36,3.3,5.3,1228.48,0.76,1.25,198.3
2009-01-24 22:00:00,969.16,0.54,276.17,-2.09,82.4,6.35,5.24,1.12,3.37,5.4,1231.0,0.06,0.38,174.7
2009-01-24 23:00:00,970.12,0.59,276.13,-1.89,83.4,6.37,5.32,1.06,3.42,5.48,1231.99,0.41,1.13,144.5
2009-01-25 00:00:00,971.14,0.29,275.75,-1.92,85.0,6.24,5.3,0.94,3.4,5.46,1234.61,0.71,2.13,110.5
2009-01-25 01:00:00,971.77,0.41,275.82,-1.7,85.7,6.29,5.39,0.9,3.46,5.55,1234.85,1.09,2.13,137.6
